Paper ID,Title,Authors,Year,Publication Date,Venue,Citation Count,Source Database,Abstract,URL
297600808c1b1a05d311aa73214cb193ff03c256,"The Impact of Different Conversational Generative AI Chatbots on EFL Learners: an Analysis of Willingness to Communicate, Foreign Language Speaking Anxiety, and Self-perceived Communicative Competence","Chenghao Wang; Bin Zou; Yiran Du; Zixun Wang",2024,2024-10-01,"System (Linköping)",56,Semantic Scholar,"",https://www.semanticscholar.org/paper/297600808c1b1a05d311aa73214cb193ff03c256
44737a85f3a74cf552b5fab93bb08362362c31e4,"Are Turkish pre-service teachers worried about AI? A study on AI anxiety and digital literacy","Damla Ayduğ; Hakan Altınpulluk",2025,2025-04-25,"AI &amp; SOCIETY",3,Semantic Scholar,"",https://www.semanticscholar.org/paper/44737a85f3a74cf552b5fab93bb08362362c31e4
16bda936381585600ed53a23032e1bd9583b5936,"What drives college students to use AI for L2 learning? Modeling the roles of self-efficacy, anxiety, and attitude based on an extended technology acceptance model.","Dayou Chen; Wentao Liu; Xinyu Liu",2024,2024-08-06,"Acta Psychologica",49,Semantic Scholar,"",https://www.semanticscholar.org/paper/16bda936381585600ed53a23032e1bd9583b5936
abefc919289ad2e5881a79f7240a0b8ffcaf7757,"Feasibility of combining spatial computing and AI for mental health support in anxiety and depression","B. Spiegel; Omer Liran; Allistair Clark; Jamil S. Samaan; Carine Khalil; Robert Chernoff; Kavya Reddy; Muskaan Mehra",2024,2024-01-26,"npj Digital Medicine",31,Semantic Scholar,"The increasing need for mental health support and a shortage of therapists have led to the development of the eXtended-reality Artificial Intelligence Assistant (XAIA). This platform combines spatial computing, virtual reality (VR), and artificial intelligence (AI) to provide immersive mental health support. Utilizing GPT-4 for AI-driven therapy, XAIA engaged participants with mild-to-moderate anxiety or depression in biophilic VR environments. Speaking with an AI therapy avatar in VR was considered acceptable, helpful, and safe, with participants observed to engage genuinely with the program. However, some still favored human interaction and identified shortcomings with using a digital VR therapist. The study provides initial evidence of the acceptability and safety of AI psychotherapy via spatial computing, warranting further research on technical enhancements and clinical impact.",https://www.semanticscholar.org/paper/abefc919289ad2e5881a79f7240a0b8ffcaf7757
a484536a84b5a1c4a55c9693cba141a3782ad6a6,"Artificial intelligence, social influence, and AI anxiety: analyzing the intentions of science doctoral students to use ChatGPT with PLS-SEM","Fatih Uludağ; Eylem Kılıç; H.Eray Çelik",2025,2025-08-13,"Humanities and Social Sciences Communications",2,Semantic Scholar,"",https://www.semanticscholar.org/paper/a484536a84b5a1c4a55c9693cba141a3782ad6a6
168cca989fb82f9bb577a54ecbd13d3e41608223,"The mediating effect of user satisfaction and the moderated mediating effect of AI anxiety on the relationship between perceived usefulness and subscription payment intention","Yang Liu; Younggeun Park; Huizhong Wang",2025,,"Journal of Retailing and Consumer Services",10,Semantic Scholar,"",https://www.semanticscholar.org/paper/168cca989fb82f9bb577a54ecbd13d3e41608223
98a42215f594f030990c5dbbd69b3718fc72944e,"AI-induced anxiety in the assessment of factors influencing the adoption of mobile payment services in supply chain firms: A mental accounting perspective","Mahmoud Allahham; A. A. Ahmad",2024,,"International Journal of Data and Network Science",43,Semantic Scholar,"This research aims to explore the impact of AI-induced anxiety on the adoption of mobile payment services in supply chain firms, viewed through the lens of Mental Accounting Theory. In an era driven by technological advancement, supply chain companies' use of mobile payment services has arisen as a crucial problem. This study is the first to investigate the complicated links between AI-induced anxiety, perceived utility, and the adoption rate of mobile payment systems using the Mental Accounting Theory as a theoretical framework. The study employs a quantitative research approach, using Smart PLS for regression analysis, and gathers its data from major supply chain business players. Our analysis offered important insights into the many aspects influencing the adoption of mobile payment services in supply chain companies. The acceptance rate was shown to be adversely connected with AI-induced anxiety and integration expenses, posing obstacles for businesses seeking to embrace mobile payment systems. In contrast, characteristics such as perceived utility, usability, confidence in security, and backing from upper management were positively connected with adoption rates. These findings provide not only theoretical contributions to the current research, but also concrete advice for supply chain practitioners seeking to exploit mobile payment systems for operational and strategic advantage.",https://www.semanticscholar.org/paper/98a42215f594f030990c5dbbd69b3718fc72944e
5ee1801f4b294ff9f35297f817e1631c75b5dcf9,"Ai-driven Integrated Hardware and Software Solution for EEG-based Detection of Depression and Anxiety","Ali Husnain; Ghaith Alomari; Ayesha Saeed",2024,2024-06-14,"International Journal For Multidisciplinary Research",16,Semantic Scholar,"Depression and anxiety are prevalent mental disorders that have impacted a substantial number of individuals worldwide, exceeding 300 million cases. The repercussions of the COVID-19 pandemic are expected to further escalate these figures due to the economic, social, and societal challenges faced by individuals. Extensive research has revealed distinctive asymmetry in frontal brain-wave activity among individuals with depression and anxiety compared to those without these disorders. Considering this, our research proposes a non-invasive method utilizing a wearable EEG device for the detection of depression and anxiety. The study encompasses essential components such as EEG device interfacing, data collection, preprocessing, feature extraction, data analysis, machine learning model training and evaluation, and the development of a mobile application enabling on-device inference and integration with a cloud database. EEG signals were collected from 30 individuals in a resting state using a single-electrode EEG sensor. Time and frequency domain analyses were conducted on the collected signals. Our machine learning model achieved a remarkable 93% accuracy in detecting depression and anxiety. Thus, the completed study comprises both hardware and software elements. The hardware component features the NeuroSky Mindwave wearable EEG sensor, while the software component includes machine learning models, an Android mobile application, and a data processing pipeline. This integrated system aims to provide a comprehensive solution for the detection and management of depression and anxiety, ultimately enhancing the well-being of individuals afflicted by these conditions.",https://www.semanticscholar.org/paper/5ee1801f4b294ff9f35297f817e1631c75b5dcf9
9a5c25b94c9c5ac0434d1ca83a1aa73852ede618,"An Overview of Tools and Technologies for Anxiety and Depression Management Using AI","Adrianos Pavlopoulos; Theodoros Rachiotis; I. Maglogiannis",2024,2024-10-08,"Applied Sciences",26,Semantic Scholar,"This study aims to evaluate the utilization and effectiveness of artificial intelligence (AI) applications in managing symptoms of anxiety and depression. The primary objectives are to identify current AI tools, analyze their practicality and efficacy, and assess their potential benefits and risks. A comprehensive literature review was conducted using databases such as ScienceDirect, Google Scholar, PubMed, and ResearchGate, focusing on publications from the last five years. The search utilized keywords including “artificial intelligence”, “applications”, “mental health”, “anxiety”, “LLMs” and “depression”. Various AI tools, including chatbots, mobile applications, wearables, virtual reality settings, and large language models (LLMs), were examined and categorized based on their functions in mental health care. The findings indicate that AI applications, including LLMs, show significant promise in symptom management, offering accessible and personalized interventions that can complement traditional mental health treatments. Tools such as AI-driven chatbots, mobile apps, and LLMs have demonstrated efficacy in reducing symptoms of anxiety and depression, improving user engagement and mental health outcomes. LLMs, in particular, have shown potential in enhancing therapeutic chatbots, diagnostic tools, and personalized treatment plans by providing immediate support and resources, thus reducing the workload on mental health professionals. However, limitations include concerns over data privacy, the potential for overreliance on technology, and the need for human oversight to ensure comprehensive care. Ethical considerations, such as data security and the balance between AI and human interaction, were also addressed. The study concludes that while AI, including LLMs, has the potential to significantly aid mental health care, it should be used as a complement to, rather than a replacement for, human therapists. Future research should focus on enhancing data security measures, integrating AI tools with traditional therapeutic methods, and exploring the long-term effects of AI interventions on mental health. Further investigation is also needed to evaluate the effectiveness of AI applications across diverse populations and settings.",https://www.semanticscholar.org/paper/9a5c25b94c9c5ac0434d1ca83a1aa73852ede618
dc03513ad4c5498481beaf22604516ad93b6fbea,"Existential anxiety about artificial intelligence (AI)- is it the end of humanity era or a new chapter in the human revolution: questionnaire-based observational study","J. Alkhalifah; Abdulrahman Mohammed Bedaiwi; Narmeen Shaikh; Waleed Seddiq; S. Meo",2024,2024-04-09,"Frontiers in Psychiatry",17,Semantic Scholar,"Background Existential anxiety can profoundly affect an individual, influencing their perceptions, behaviours, sense of well-being, academic performance, and decisions. Integrating artificial intelligence into society has elicited complex public reactions, marked by appreciation and concern, with its acceptance varying across demographics and influenced by factors such as age, gender, and prior AI experiences. This study aimed to investigate the existential anxiety about artificial intelligence (AI) in public in Saudi Arabia. Methods The present questionnaire-based observational, analytical cross-sectional study with a structured, self-administered survey was conducted via Google Forms, using a scale to assess the existential anxiety levels induced by the recent development of AI. The study encompassed a diverse population with a sample size of 300 participants. Results This study’s findings revealed a high prevalence of existential anxieties related to the rapid advancements in AI. Key concerns included the fear of death (96% of participants), fate’s unpredictability (86.3%), a sense of emptiness (79%), anxiety about meaninglessness (92.7%), guilt over potential AI-related catastrophes (87.7%), and fear of condemnation due to ethical dilemmas in AI (93%), highlighting widespread apprehensions about humanity’s future in an AI-dominated era. Conclusion The public has concerns including unpredictability, a sense of emptiness, anxiety, guilt over potential AI-related catastrophes, and fear of condemnation due to ethical dilemmas in AI, highlighting widespread apprehensions about humanity’s future in an AI-dominated era. The results indicate that there is a need for a multidisciplinary strategy to address the existential anxieties in the AI era. The strategic approach must blend technological advancements with psychological, philosophical, and ethical insights, underscoring the significance of human values in an increasingly technology-driven world.",https://www.semanticscholar.org/paper/dc03513ad4c5498481beaf22604516ad93b6fbea
3a272b65e029fc5d9a48dd303b9377d51a8c396b,"Teacher- Versus AI-Generated (Poe Application) Corrective Feedback and Language Learners’ Writing Anxiety, Complexity, Fluency, and Accuracy","Dan Wang",2024,2024-08-26,"International Review of Research in Open and Distance Learning",19,Semantic Scholar,"This study examines the effects of corrective feedback (CF) on language learners’ writing anxiety, writing complexity, fluency, and accuracy, and compares the effectiveness of feedback from human teachers with an AI-driven application called Poe. The study included three intact classes, each with 25 language learners. Using a quasi-experimental design with pretest and posttest measures, one class received feedback from the teacher, one from the Poe application, and the third received no response to their writing. Data were generated though tests and a writing anxiety scale developed for the study. Data analysis, conducted using one-way ANOVA tests, revealed significant effects of teacher and AI-generated feedback on learners’ writing anxiety, accuracy, and fluency. Interestingly, the group that received AI-generated feedback performed better than the group that received teacher feedback or no AI support. Additionally, learners in the AI-generated feedback group experienced a more significant reduction in writing anxiety than their peers. These results highlight the remarkable impact of AI-generated CF on improving writing outcomes and alleviating anxiety in undergraduate language learners at East China University of Political Science and Law . The study demonstrates the benefits of integrating AI applications into language learning contexts, particularly by promoting a supportive environment for students to develop writing skills. Educators, researchers, and developers can use these findings to inform pedagogical practices and technological interventions to optimize the language learning experience in primary school settings. This research highlights the effectiveness of AI-driven applications in language teaching. It highlights the importance of considering learners’ psychological well-being, particularly anxiety levels, when developing effective language learning interventions.",https://www.semanticscholar.org/paper/3a272b65e029fc5d9a48dd303b9377d51a8c396b
507859b90ec399813bdd75423407d829e42bccc0,"Does AI Simplification of Authentic Blog Texts Improve Reading Comprehension, Inferencing, and Anxiety? A One-Shot Intervention in Turkish EFL Context","Ferdi Çelik; Ceylan Yangın Ersanlı; Goshnag Arslanbay",2024,2024-08-26,"International Review of Research in Open and Distance Learning",17,Semantic Scholar,"This experimental study investigates the impact of ChatGPT-simplified authentic texts on university students’ reading comprehension, inferencing, and reading anxiety levels. A within-subjects design was employed, and 105 undergraduate English as a foreign language (EFL) students engaged in both original and ChatGPT-simplified text readings, serving as their own controls. The findings reveal a significant improvement in reading comprehension scores and inferencing scores following ChatGPT intervention. However, no significant change in reading anxiety levels was observed. Results suggest that ChatGPT simplification positively influences reading comprehension and inferencing, but its impact on reading anxiety remains inconclusive. This research contributes to literature on the use of artificial intelligence (AI) in education and sheds light on ChatGPT’s potential to influence language learning experiences within higher education contexts. The study highlights the practical application of ChatGPT as a tool for helping students engage in authentic text readings by making text more comprehensible. Based on the findings, several multifaceted implications that extend to various stakeholders in the field of language education are provided.",https://www.semanticscholar.org/paper/507859b90ec399813bdd75423407d829e42bccc0
b3fda6e0cddc54ec596e5ac140bf63673296d5f2,"Which one? AI-assisted language assessment or paper format: an exploration of the impacts on foreign language anxiety, learning attitudes, motivation, and writing performance","Neha Biju; Nasser Said; Gomaa Abdelrasheed; Khilola Bakiyeva; K. D. V. Prasad; Biruk Jember",2024,2024-10-18,"Language Testing in Asia",19,Semantic Scholar,"In recent years, language practitioners have paid increasing attention to artificial intelligence (AI)’s role in language programs. This study investigated the impact of AI-assisted language assessment on L2 learners’ foreign language anxiety (FLA), attitudes, motivation, and writing skills. The study adopted a sequential exploratory mixed-methods design. Divided between an experimental group (receiving AI-assisted assessment) and a control group (receiving paper-format assessment), the participants were 70 intermediate English learners from two intact university classes in Bangladesh. The TOEFL iBT writing section measured writing skills, while the study also investigated perceptions and experiences of FLA, attitudes, and motivation using narrative frames. Thematic analysis of the narrative data showed that AI-assisted assessment greatly raised learners’ motivation, improved attitudes about language acquisition, and lowered FLA. According to quantitative analysis, the pretest writing abilities across groups showed no appreciable variation. Even though the difference was not statistically significant on the posttest, the experimental group exceeded the control group. The results of this study imply that AI-assisted assessments can generate a helpful learning environment, lower anxiety, improve attitudes, and increase motivation, thereby delivering useful information. Future studies should investigate long-term consequences, and further improvements to AI tools should optimize educational advantages—attitudes, motivation, and writing skills.",https://www.semanticscholar.org/paper/b3fda6e0cddc54ec596e5ac140bf63673296d5f2
29b069799a83680f7222756e8ff269d46a403877,"Future You: A Conversation with an AI-Generated Future Self Reduces Anxiety, Negative Emotions, and Increases Future Self-Continuity","Pat Pataranutaporn; Kavin Winson; Peggy Yin; Auttasak Lapapirojn; Pichayoot Ouppaphan; Monchai Lertsutthiwong; Pattie Maes; Hal E. Hershfield",2024,2024-05-21,"Frontiers in Education Conference",18,Semantic Scholar,"We introduce “Future You,” an interactive, brief, single-session, digital chat intervention designed to improve future self-continuity-the degree of connection an individual feels with a temporally distant future selfa characteristic that is positively related to mental health and wellbeing. Our system allows users to chat with a relatable yet AI-powered virtual version of their future selves that is tuned to their future goals and personal qualities. To make the conversation realistic, the system generates a “future memory”-a unique backstory for each user-that creates a throughline between the user's present age (between 18–30) and their life at age 60. The “Future You” character also adopts the persona of an age-progressed image of the user. In our preregistered study $(\mathrm{N}=344)$, we found that after a brief interaction with the “Future You” character, users reported significantly decreased anxiety and increased future self-continuity compared to control conditions. This is the first study successfully demonstrating the use of personalized AI-generated characters to improve users' future self-continuity and wellbeing.",https://www.semanticscholar.org/paper/29b069799a83680f7222756e8ff269d46a403877
a90839b85a14a7d08abee4e2b2f133f288a5690b,"Metacognitive Strategies, AI-based Writing Self-efficacy and Writing Anxiety in AI-assisted Writing Contexts: A Structural Equation Modeling Analysis","",2024,2024-11-09,"International Journal of TESOL Studies",13,Semantic Scholar,"",https://www.semanticscholar.org/paper/a90839b85a14a7d08abee4e2b2f133f288a5690b
337045fa1a16b8cb81d6b429870e8e2ae80d3251,"How social anxiety leads to problematic use of conversational AI: The roles of loneliness, rumination, and mind perception","Bo Hu; Yuanyi Mao; Ki Joon Kim",2023,2023-03-01,"Computers in Human Behavior",87,Semantic Scholar,"",https://www.semanticscholar.org/paper/337045fa1a16b8cb81d6b429870e8e2ae80d3251
8da2bf53a4444a904206ca4a62b15751c71b0635,"Driverless metros are coming, but what about the drivers? A study on AI-related anxiety and safety performance","Keni Song; Ming Guo; Long Ye; Yunshuo Liu; Shuzhen Liu",2024,,"Safety Science",12,Semantic Scholar,"",https://www.semanticscholar.org/paper/8da2bf53a4444a904206ca4a62b15751c71b0635
025a7e62011f27a2eb68bda969c5219403e348a1,"AI chatbot-based learning: alleviating students' anxiety in english writing classroom","Santhy Hawanti; Khudoiberdieva Munisa Zubaydulloevna",2023,2023-12-05,"Bulletin of Social Informatics Theory and Application",44,Semantic Scholar,"In the ever-evolving landscape of education, integrating innovative technologies can enhance the learning experience for students. ChatGPT, a cutting-edge language processing tool developed by OpenAI, offers exciting possibilities for teaching writing. This advanced AI model can be a powerful asset in the classroom, providing students with valuable resources and support as they develop their writing skills. Seventy-three college students participated in the quasi-experiment. The findings demonstrate that AI chatbot-based instruction reduces students' anxiety about learning English writing. AI chatbots offer instant feedback, allowing students to correct errors immediately. This quick feedback loop can prevent students from ruminating over their mistakes, thus reducing anxiety. With AI chatbot, students can learn at their own pace. They can take time to understand concepts, practice writing, and receive feedback without feeling rushed. This flexibility can alleviate the pressure of strict deadlines in traditional classroom settings. The findings imply teachers to implement chatbot-based learning in the classroom.",https://www.semanticscholar.org/paper/025a7e62011f27a2eb68bda969c5219403e348a1
b059f6ac8ccc4c9d6169cde859b39442513e7e98,"Teacher support in AI-assisted exams: an experimental study to inspect the effects on demotivation, anxiety management in exams, L2 learning experience, and academic success","A. Elsayed; Azam Kholikov; Irodakhon Abdullayeva; Mohammed Al-Farouni; Mengesha Robso Wodajo",2024,2024-11-08,"Language Testing in Asia",8,Semantic Scholar,"Although AI technologies show great promise for education, their inclusion into assessment systems has generated debates regarding student motivation, anxiety, learning opportunities, and academic results. This study explored the influence of teacher support in AI-assisted exams on L2 learners’ demotivation, anxiety, L2 learning experience, and academic success. Conducted at a large university in Ethiopia, participants included 92 BA Management students from two intact classes, equally distributed by gender and ranging in age from 18 to 23. The two intact classes were randomly divided into an experimental and a control group. Using a quantitative quasi-experimental pretest–posttest control group design, the study administered an Oxford Quick Placement Test, the Academic Motivation Scale, the Foreign Language Classroom Anxiety Scale, the L2 Learning Experience Scale, and a researcher-made test to assess academic success. The AI tools integrated into the exams included automated assessment and feedback systems to enhance learner engagement. Chi-square analyses and independent samples t-tests revealed significant positive effects of teacher support on reducing demotivation and anxiety, enhancing L2 learning experiences, and improving academic success in the experimental group compared to the control group, highlighting the benefits of combining AI tools with teacher support. These findings suggest that teacher support in AI-assisted exams can substantially benefit L2 learners. Additionally, the findings indicate that AI-assisted exams can considerably improve learning outcomes when paired with effective teacher involvement, highlighting implications for various stakeholders in L2 instruction. Implications of the study, limitations, and suggestions for future research are discussed.",https://www.semanticscholar.org/paper/b059f6ac8ccc4c9d6169cde859b39442513e7e98
fbd8bd29ea4c5c993541757a724cae7952cb05ef,"The Impact of AI Use on College Students' Academic Self-efficacy: Exploring the Mediating Role of Anxiety","Jinglin Zhou",2024,2024-12-09,"Lecture Notes in Education Psychology and Public Media",1,Semantic Scholar,"With the increasing use of artificial intelligence (AI) in higher education, the impact of AI-assisted learning on college students psychological factors has attracted attention, particularly in terms of anxiety and academic self-efficacy. Based on the Academic Self-Efficacy Scale and the AI Anxiety Scale (AIAS), the study used a questionnaire to collect valid data from 368 college students, and tested the mediating effect of AI anxiety on the relationship between AI use and academic self-efficacy. The study found that both AI use and AI anxiety positively affected academic self-efficacy, but AI anxiety did not play a mediating role between AI use and academic self-efficacy. Existing research and analysis suggest that the biased perception of AI among college students may confound study outcomes;and the integration of AI in education appears to trigger anxiety, consequently increasing students' focus on their studies.Future research can incorporate further additional variables to comprehensively explore the psychological mechanisms of the impact of AI use on college students.",https://www.semanticscholar.org/paper/fbd8bd29ea4c5c993541757a724cae7952cb05ef
c29f52c627ef6f008e81c9a3d671b804a113dc19,"Mindful Breathing Coaches Using IoT-Integrated AI Systems for Personalized Anxiety Relief","P. K. Dhal; T. Sivakumar; B. Vasudevan; V.T. Lakshmi; Baskar Muthaiyan; S. Murugan",2024,2024-10-24,"2024 First International Conference on Innovations in Communications, Electrical and Computer Engineering (ICICEC)",5,Semantic Scholar,"The proposed system focuses on personal anxiety alleviation through mindful breathing coaching, which investigates the use of Artificial Intelligence (AI) systems combined with the Internet of Things (IoT). Treatments for anxiety disorders should be easily available because of how common and crippling they are. The proposed solution integrates IoT devices with AI algorithms to provide personalized instructions for mindful breathing exercises and real-time tracking. Using a mixed-methods strategy, quantitative and qualitative user experiences and anxiety levels are analyzed. Anxiety symptoms were significantly reduced, and users were very satisfied with the tailored coaching, according to preliminary studies. There are scalable solutions to individual anxiety requirements that can be provided by integrating IoT and AI technology. It emphasizes the potential of technology to promote well-being and helps advance individualized therapies for mental health. It shows that it is possible to provide effective personalized anxiety reduction. By providing individualized assistance to those dealing with anxiety problems, this method has the potential to completely transform the way mental health treatment is provided.",https://www.semanticscholar.org/paper/c29f52c627ef6f008e81c9a3d671b804a113dc19
08f7b5ac0241d321a1d2d72ac668f6319c7c6bd1,"AI-CiciBot as Conversational Partners in EFL Education, focusing on Intelligent Technology Adoption (ITA) to Mollify Speaking Anxiety","Muthmainnah Muthmainnah",2024,2024-10-11,"Journal of English language teaching and applied linguistics",4,Semantic Scholar,"This study examines the role of AI-CiciBot as a conversational partner in mitigating speaking anxiety among Indonesian EFL (English as a Foreign Language) students. The aim is to explore the integration of intelligent technology adoption (ITA) into classrooms to enhance language learning and reduce anxiety during speaking activities. The primary gap addressed in this research is the lack of technology-based solutions for oral language practice in Indonesia, where traditional curricula emphasize reading and writing over speaking. This study aims to fill the gap by introducing AI-CiciBot, a novel AI-powered conversational tool that provides a supportive, low-pressure environment for students to practice speaking English. The study uses a mixed-methods approach, combining quantitative data from pre-test and post-test scores and qualitative insights from student interviews. The research tools include a questionnaire and an AI-CiciBot platform for speaking practice. IBM SPSS Statistics analyzed the data, focusing on students' speaking performance and anxiety levels before and after using AI-CiciBot. Findings in this study show a significant improvement in students' speaking skills and a reduction in anxiety. The mean score for pre-tests was 49.17, which increased to 90.47 in post-tests, indicating AI-CiciBot's effectiveness. Interviews revealed that students initially hesitant to engage in speaking activities due to fear of judgment became more confident and willing to participate after practicing with the AI bot. This study contributes to the field of EFL education by demonstrating the potential of AI-driven tools like AI-CiciBot to address speaking anxiety and improve oral proficiency. It also highlights the importance of ITA in encouraging students to embrace AI-based learning solutions. To maximize learning outcomes, future research should investigate the long-term impact of AI-CiciBot on students' speaking proficiency and its integration with human instructors.",https://www.semanticscholar.org/paper/08f7b5ac0241d321a1d2d72ac668f6319c7c6bd1
3f50d28f31a8eb5df6554ad52c038d332542e60f,"Influence of AI ethics awareness, attitude, anxiety, and self-efficacy on nursing students’ behavioral intentions","Yeunhee Kwak; Jung-Won Ahn; Y. Seo",2022,2022-09-30,"BMC Nursing",161,Semantic Scholar,"Background Artificial intelligence (AI) technology has recently seen rapid advancement, with an expanding role and scope in nursing education and healthcare. This study identifies the influence of AI ethics awareness, attitude toward AI, anxiety, and self-efficacy on nursing students’ behavioral intentions to use AI-based healthcare technology. Methods The participants included 189 nursing students in Gyeonggi-do, with data collected from November to December 2021 using self-reported questionnaires. We analyzed the data using the SPSS/WIN 26.0 program, including a t-test, Pearson’s correlation coefficient, and hierarchical multiple linear regression. Results The results revealed that AI ethical awareness (t = − 4.32, p  < .001), positive attitude toward AI (t = − 2.60, p  = .010), and self-efficacy (t = − 2.65, p  = .009) scores of the third and fourth-year nursing students were higher, while their anxiety scores were lower (t = 2.30, p  = .022) compared to the scores of the first and second-year nursing students. The factors influencing behavioral intention included a positive attitude toward AI (β = 0.58) and self-efficacy (β = 0.22). The adjusted R 2 was 0.42. Conclusion It is necessary to inculcate a positive attitude toward AI and self-efficacy by providing educational programs on AI-based technology in healthcare settings.",https://www.semanticscholar.org/paper/3f50d28f31a8eb5df6554ad52c038d332542e60f
807f1bb7e15352dbb42ea5b751711da4706c6474,"Evaluating AI-Induced Anxiety and Technical Blindness in Healthcare Professionals","Michael Christian; Ratlan Pardede; Kurnadi Gularso; Suryo Wibowo; O. M. Muzammil; Sunarno",2024,2024-08-07,"International Conference on Communications and Information Technology",3,Semantic Scholar,"The widespread implementation of artificial intelligence (AI) in various industries, including healthcare, provides significant benefits but raises concerns. Notably, apprehensions about AI generating issues, experiencing malfunctions, and hindering work extend to fears of replacing medical professional positions. This research aims to quantitatively assess the impact of anxiety forms, specifically social, technical blindness and AI configuration, on job replacement anxiety among medical doctors. A pre-test approach was employed to gather data from 38 doctors in Jakarta who regularly interact with AI in their daily work. The study used PLS-SEM structural modelling with SmartPLS 3.0 as the analysis tool. Findings indicate that both social and technical blindness and AI configuration significantly influence job replacement anxiety. Additionally, the study reveals that elements within the AI configuration interact with social-technical blindness, and the AI setup effectively mitigates its impact on job replacement anxiety. These anxieties notably affect medical professionals’ fears of being replaced in their current roles. Previous research shows that anxiety about AI among healthcare personnel is persistent. However, this worry can be reduced or eliminated through continuous awareness, education, and understanding of AI’s purpose and limitations. This study aims to provide medical practitioners with a comprehensive understanding of AI constraints and the aspects requiring direct doctor involvement.",https://www.semanticscholar.org/paper/807f1bb7e15352dbb42ea5b751711da4706c6474
52bb51eb94b6ebbc7878015f89818dea50ed9b55,"Addressing Public Speaking Anxiety with an AI Speech Coach","Frederick Voltair Garcia; Nicanor Froilan Pascual; Miguel Elijah Sybingco; Ethel Ong",2024,2024-11-25,"IEEE International Conference on Consumer Electronics",3,Semantic Scholar,"Public speaking anxiety (PSA) can hinder academic performance when students face challenges engaging in class discussions, delivering fluent presentations, and undertaking oral examinations. A primary reason for the prevalence of PSA is students' perceived lack of speaking skills. Speech coaching has been found to be an effective way of enhancing public speaking skills but its effects on PSA reduction need further investigation. In this paper, we report our experiments to evaluate the impact of utilizing an AI speech coach in reducing students' anxiety, improving their self-perceived competence, and increasing performance in public speaking tasks. A mixed-method approach combining qualitative analysis of participants' experiences with the AI speech coach and quantitative measures of anxiety levels and speaking performance improvements was utilized. Results from participants' pre- and post- public speaking anxiety scores showed an average of 25.2% reduction in the anxiety levels and 60.5% increase in speaker speech competency. Statistical metrics and personalized feedback given by the speech coach allow participants to monitor their speech and identify areas for improvement which are essential for self-improvement efforts. These findings can inform educators and students on the potential use of digital speech coaches to address PSA while providing the latter with a personalized platform for practicing their speech delivery.",https://www.semanticscholar.org/paper/52bb51eb94b6ebbc7878015f89818dea50ed9b55
e4fa67aa8b8aeba773cb357f4ca2d9c56e0446f0,"The Great Anxiety: Will AI Be Our Greatest Adversary, Assistant, or Just Another Annoyance?","Raffaele Ciriello",2024,,"Communications of the Association for Information Systems",3,Semantic Scholar,"This debate paper discusses the widespread anxiety and polarized discourse surrounding generative artificial intelligence (AI), especially since the advent of large language models like ChatGPT. While the “Great Depression” shook the 1920-30s, the 2020-30s could be remembered as a time of intense worry and mania in an increasingly unpredictable world. By revisiting historical patterns of technological hype, I question if current AI developments signify a true paradigm shift or echo past cycles of boom and bust. Synthesizing expert insights from four diverse perspectives, this paper highlights themes such as AI's potential to disrupt or enhance labor markets, the importance of human-AI collaboration, and the necessity for proactive governance and ethical oversight. Concluding that AI's future impact is not predetermined but shaped by collective choice, the paper calls for multidisciplinary dialogue and responsible engagement to harness AI's benefits while mitigating its risks.",https://www.semanticscholar.org/paper/e4fa67aa8b8aeba773cb357f4ca2d9c56e0446f0
5c84961450b9b7b50c75b17b0407bd87b33260c7,"AI-Driven Personalization of E-Therapy Interventions for Anxiety, Stress, and Depression","Hafiz Arslan Ramzan; Fatima Abdulah; Muddaber Ahmad; Sadia Ramzan; Munazza Ashraf",2024,2024-12-26,"2024 18th International Conference on Open Source Systems and Technologies (ICOSST)",1,Semantic Scholar,"This study explores the use of artificial intelligence (AI) to personalize e-therapy interventions for anxiety, stress, and depression. Leveraging machine learning models, including K-Nearest Neighbors (KNN), Support Vector Machines (SVM), and Decision Trees, we analyze a dataset of depression, anxiety, and stress scales responses to develop predictive models that tailor therapeutic interventions. The accuracy and efficacy of proposed models vary, indicating that AI has the potential to improve the level of personalization of mental health therapies. The results indicate that AI-driven techniques can significantly improve the effectiveness and efficiency of e-therapy platforms.",https://www.semanticscholar.org/paper/5c84961450b9b7b50c75b17b0407bd87b33260c7
